,Date,Close,High,Low,Open,Volume
0,2005-08-11,2.256686210632324,2.3054417302709775,2.228825913695951,2.2636512848664174,76671500
1,2005-08-12,2.49767804145813,2.5074291124199313,2.263651342012053,2.263651342012053,29113500
2,2005-08-15,2.409918785095215,2.486534626316969,2.4043466242791376,2.4726044733675594,10596500
3,2005-08-16,2.3890225887298584,2.4099178096967697,2.3541972204516735,2.3541972204516735,5141000
4,2005-08-17,2.3472325801849365,2.3959882742863514,2.34026750475052,2.389023198851935,6423500
5,2005-08-18,2.2775821685791016,2.3653421654712767,2.263652015614011,2.3611632524301673,12727000
6,2005-08-19,2.312406301498413,2.3249435320288985,2.263650792465312,2.297083241152841,3029500
7,2005-08-22,2.3681273460388184,2.370913342263425,2.285939378019984,2.3193716648361673,2909500
8,2005-08-23,2.4461371898651123,2.4990718030012244,2.409918726650794,2.4377790318739563,13466000
9,2005-08-24,2.437778949737549,2.4726043300931257,2.414097724307859,2.437778949737549,3083000
10,2005-08-25,2.43220591545105,2.4712103579856235,2.423847761314912,2.465638199874718,4667000
11,2005-08-26,2.4335994720458984,2.4531017814851412,2.4238484003565195,2.4447436251453967,2704000
12,2005-08-29,2.3681273460388184,2.3932016441811825,2.345839044121061,2.354197198855333,5458000
13,2005-08-30,2.372307062149048,2.4224556754466584,2.3611630734700317,2.3834512168885733,2581000
14,2005-08-31,2.338874578475952,2.3764859524356434,2.313800273815992,2.3764859524356434,3004500
15,2005-09-01,2.2636513710021973,2.3472322649917117,2.1633541653663997,2.3472322649917117,12468500
16,2005-09-02,2.2385764122009277,2.3096202176531015,2.2302182588322865,2.2859390045225187,5748500
17,2005-09-06,2.2845468521118164,2.291511927396345,2.2525074725908856,2.2566865509737015,2726500
18,2005-09-07,2.255293130874634,2.2887255868569962,2.23161191167492,2.2859395903735833,3643500
19,2005-09-08,2.273402214050293,2.30126250925221,2.263651143941714,2.263651143941714,2558500
20,2005-09-09,2.3082282543182373,2.3124073330259516,2.2873330268401704,2.3054422571999296,2468500
21,2005-09-12,2.241363048553467,2.3012627219869626,2.2302188962304137,2.291511650976969,3300500
