,Date,Close,High,Low,Open,Volume
0,2021-03-10,9.930000305175781,10.369999885559082,9.890000343322754,10.369999885559082,35400
1,2021-03-11,9.890000343322754,9.949999809265137,9.8100004196167,9.930000305175781,70400
2,2021-03-12,9.84000015258789,9.84000015258789,9.800000190734863,9.800000190734863,8700
3,2021-03-15,9.859999656677246,9.899999618530273,9.819999694824219,9.819999694824219,41000
4,2021-03-16,9.84000015258789,9.857000350952148,9.84000015258789,9.857000350952148,3500
5,2021-03-17,9.800000190734863,10.079999923706055,9.800000190734863,9.869999885559082,28900
6,2021-03-18,9.725000381469727,9.800000190734863,9.680000305175781,9.800000190734863,104400
7,2021-03-19,9.6899995803833,9.829999923706055,9.680000305175781,9.767999649047852,59300
8,2021-03-22,9.760000228881836,9.770000457763672,9.699999809265137,9.760000228881836,16100
9,2021-03-23,9.6899995803833,9.795000076293945,9.680000305175781,9.762999534606934,78700
10,2021-03-24,9.699999809265137,9.699999809265137,9.649999618530273,9.649999618530273,25300
11,2021-03-25,9.729999542236328,9.729999542236328,9.65999984741211,9.65999984741211,6500
12,2021-03-26,9.699999809265137,9.75,9.6899995803833,9.720000267028809,5400
13,2021-03-29,9.75,9.789999961853027,9.699999809265137,9.75,23100
14,2021-03-30,9.75,9.75,9.699999809265137,9.75,23800
15,2021-03-31,9.720000267028809,9.720000267028809,9.699999809265137,9.720000267028809,11200
16,2021-04-01,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,200
17,2021-04-05,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,0
18,2021-04-06,9.770000457763672,9.770000457763672,9.720000267028809,9.720000267028809,8400
19,2021-04-07,9.729999542236328,9.730999946594238,9.720000267028809,9.729999542236328,8400
20,2021-04-08,9.789999961853027,9.789999961853027,9.729999542236328,9.729999542236328,19300
21,2021-04-09,9.979999542236328,9.979999542236328,9.789999961853027,9.789999961853027,67400
22,2021-04-12,9.84000015258789,9.850000381469727,9.779999732971191,9.850000381469727,22400
23,2021-04-13,9.720000267028809,9.829999923706055,9.710000038146973,9.800000190734863,21500
24,2021-04-14,9.850000381469727,9.850000381469727,9.729999542236328,9.729999542236328,41400
25,2021-04-15,9.850000381469727,10.09000015258789,9.800000190734863,9.800000190734863,165500
26,2021-04-16,9.899999618530273,9.949999809265137,9.800000190734863,9.930000305175781,13800
27,2021-04-19,9.880000114440918,9.949999809265137,9.800000190734863,9.949999809265137,3400
28,2021-04-20,9.760000228881836,9.949999809265137,9.760000228881836,9.779999732971191,3100
29,2021-04-21,9.800000190734863,9.800000190734863,9.760000228881836,9.760000228881836,6500
30,2021-04-22,9.760000228881836,9.789999961853027,9.720000267028809,9.720000267028809,8200
31,2021-04-23,9.760000228881836,9.880000114440918,9.729999542236328,9.739999771118164,23900
32,2021-04-26,9.760000228881836,9.779999732971191,9.727999687194824,9.75,18700
33,2021-04-27,9.760000228881836,9.819999694824219,9.718999862670898,9.8149995803833,17900
34,2021-04-28,9.75,9.760000228881836,9.739999771118164,9.75,6400
35,2021-04-29,9.720000267028809,9.869999885559082,9.720000267028809,9.800000190734863,44200
36,2021-04-30,9.739999771118164,9.819999694824219,9.720000267028809,9.729999542236328,7700
37,2021-05-03,9.729999542236328,9.760000228881836,9.710000038146973,9.75,28200
38,2021-05-04,9.760000228881836,9.859999656677246,9.670000076293945,9.729999542236328,51500
39,2021-05-05,9.75,9.75,9.75,9.75,500
40,2021-05-06,9.699999809265137,9.73799991607666,9.699999809265137,9.720000267028809,11000
41,2021-05-07,9.729999542236328,9.729999542236328,9.699999809265137,9.71500015258789,1600
42,2021-05-10,9.710000038146973,9.725000381469727,9.699999809265137,9.71500015258789,61300
43,2021-05-11,9.699999809265137,9.729999542236328,9.6899995803833,9.699999809265137,37400
44,2021-05-12,9.699999809265137,9.729999542236328,9.6899995803833,9.699999809265137,10800
45,2021-05-13,9.710000038146973,9.720000267028809,9.649999618530273,9.670000076293945,16000
46,2021-05-14,9.6899995803833,9.6899995803833,9.6899995803833,9.6899995803833,3200
47,2021-05-17,9.6899995803833,9.6899995803833,9.6899995803833,9.6899995803833,0
48,2021-05-18,9.760000228881836,9.777999877929688,9.670000076293945,9.777999877929688,6200
49,2021-05-19,9.680000305175781,9.739999771118164,9.638999938964844,9.739999771118164,27800
50,2021-05-20,9.630000114440918,9.649999618530273,9.630000114440918,9.640000343322754,49100
51,2021-05-21,9.75,9.789999961853027,9.600000381469727,9.640000343322754,292300
52,2021-05-24,9.75,9.75,9.75,9.75,0
